"Posting_Date","Application_Deadline","Position","Job_Category","Institution","Department","Salary_Min","Salary_Max","Salary_Type","Schedule","Position_Type","Who_May_Apply","Requirements","URI","Location","Country","Longitude","Latitude"
"2017-03-09T00:00:00Z","2017-03-15T00:00:00Z","RECREATION THERAPIST","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","55089","71619","Per Year","Full Time","Permanent","United States Citizens","In accordance with 38 U.S.C. 7402(d), No person shall serve in direct patient care positions unless they are proficient in basic written and spoken English. You must be proficient in basic written and spoken English in order to meet the requirements of this position. AND REQUIRES: A valid state driver's license. AND BASIC EDUCATIONAL REQUIREMENT: A bachelor's or higher degree in recreational therapy or in a creative arts therapy field (art therapy, dance therapy, music therapy or psychodrama) or a major in an appropriate subject-matter field with therapeutic emphasis or concentration. NOTE: Your transcripts must clearly indicate the therapeutic emphasis or concentration. You may also submit an official statement from the school, along with your unofficial transcripts, verifying the emphasis or concentration. Failure to submit your transcripts may result in non-consideration. AND REQUIRES: One year of specialized experience equivalent to the GS-09 grade level in federal service that has provided you with the particular knowledge, skills and abilities to successfully perform the duties of a Recreation Therapist. Qualifying specialized experience includes: applying the concepts, procedures, and techniques of recreation therapy; performing recreation therapy programming, completion of assessments, interacting with core team members, developing treatment plans, creating and administering therapeutic activities, and safety procedures; creating therapeutic activities, coordinating treatment plans, and completing documentation. NOTE: Experience in activities or programs that did not require application of a knowledge of the concepts, principles and practices or recreational therapy or one of the creative arts therapy specializations covered by this standard and that did not involve the use of therapeutic approaches to maintain the physical and/or mental health or to achieve the physical and/or mental rehabilitation of persons (e.g., Outdoor Recreation Specialist, Commercial Recreation Leader, Vocational Counselor or other diversionary-type recreation specialist positions) is not qualifying for this series. Your experience must be detailed in your resume to receive credit. Or 2.5 years of progressively higher graduate education leading to a doctoral degree with a major field of study directly related to recreation therapy. This education must have been obtained in an accredited college or university. NOTE: One year of full-time graduate education is considered to be the number of credit hours that the school attended has determined to represent 1 year of full-time study. If that number cannot be obtained from the school; 18 semester hours should be considered an academic year of graduate study. Part-time graduate education is creditable in accordance with its relationship to a year of full-time study at the school attended. Transcripts required. Or an equivalent combination of specialized experience and graduate education as described for the GS-10 to meet the total requirements for this position. This education must have been obtained in an accredited college or university. Your experience must be detailed and transcripts are required. A Quality Ranking Factor* has been requested by the facility to help determine which of the basically qualified applicants are likely to be better qualified for a position. The quality ranking factor for this position is: certification in recreation therapy through the National Council for Therapeutic Recreation. A copy of your certification is requested. *Quality Ranking Factors are skills, knowledge, abilities, or other worker characteristics which could be expected to result in superior performance on the job. Quality ranking factors will not be used for screening, but may be used as ranking criteria. Applicants with higher proficiency levels may rank above those with lower proficiency levels on a quality ranking factor. You will be rated on the following Knowledge, Skills, Abilities and Other characteristics (KSAOs) as part of the assessment questionnaire for this position: Ability to accomplish the maximum rehabilitation of difficult patients. Knowledge and skill to develop and initial clinical assessment on each patients. Knowledge of medical terminology and to independently formulate a treatment plan. Knowledge of human anatomy/physiology and psychology. PHYSICAL REQUIREMENTS: The work involves regular and recurring physical exertions during periods of prolonged walking, standing, bending, moderately heavy lifting, moving of equipment, positioning of severely disabled patients, and assisting patients in ambulation. The work requires specific, common physical characteristics and abilities, s uch as above average agility and dexterity, as well as skill and ability in one or more art forms. The work is performed in clinics, wards, offices, conference rooms, and in the community and involves regular and recurring risks and discomforts requiring special safety and health precautions. The therapist is exposed to infectious diseases and medical emergencies. Many patients encountered are emotionally disturbed and may demonstrate assaultive/aggressive behaviors secondary to chronic psychological disorders. The therapist may be required to wear protective clothing to prevent disease and the spread of infection. For more information on these qualification standards, please visit the United States Office of Personnel Management's website at http://www.opm.gov/qualifications . IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE WILL NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE. If your resume does not support your questionnaire answers, we will not allow credit for your response(s). Note: A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.","https://www.usajobs.gov:443/GetJob/ViewDetails/465335200","Tucson, Arizona","United States",-110.969757,32.2215538
"2017-03-08T00:00:00Z","2017-04-05T00:00:00Z","Emergency Management Specialist (Spanish)","Safety, Health, And Physical","Centers for Disease Control and Prevention","Department Of Health And Human Services","90023","117028","Per Year","Full Time","Term NTE 2 years","United States Citizens","Applicants must have at least one year of specialized experience at or equivalent to the GS-12 in the Federal service as defined in the next paragraph. Specialized experience is experience which is directly related to the position which has equipped the applicant with the particular knowledge, skills and abilities (KSAs) to successfully perform the duties of the position to include planning, managing, coordinating, and executing public health preparedness, response, and recovery activities in domestic and international organizations. SELECTIVE PLACEMENT FACTOR: In addition to meeting the above minimum qualification requirements, applicants must be able to communicate effectively (i.e. speak, read and write) in English and Spanish. Selective Placement Factors (SPF) are special qualification requirements, in addition to the minimum requirements, that are essential in successfully performing the duties of this job. If SPF experience is not documented in your resume, you will not receive further consideration under this announcement.","https://www.usajobs.gov:443/GetJob/ViewDetails/465374500","Atlanta, Georgia","United States",-84.39111,33.7483139
"2017-03-08T00:00:00Z","2017-03-13T00:00:00Z","Medical Support Assistant, GS-0679-05","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","26150","42702","Per Year","Full Time","Excepted Service Permanent","Applications will be accepted from US Citizens and permanent Federal employees of other Agencies","BASIC REQUIREMENTS: Citizenship. Citizen of the United States. (Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Handbook 5005, part II, chapter 3, section A, paragraph 3g.) English language proficiency (written and spoken) Education-One year above High School; OR six months experience of clerical, office or other work that indicates the ability to acquire the particular knowledge and skills needed to perform the duties of the position OR Experience /Education Combination. Equivalent combination of experience and education are qualifying for entry level for which both education and experience are acceptable. GRADE DETERMINATIONS (1)GS-3 MSA (Entry Level) (a) Experience or Education. None beyond the basic requirements. (2) GS-4 MSA (Developmental Level) (a) Experience or Education. One year of experience in clerical or office work that indicates the ability to acquire the particular knowledge and skills needed to perform the duties of the position or two years of education above high school. (b) Demonstrated Knowledge, Skills, and Abilities. Candidates must demonstrate the KSAs below: 1. Ability to meet, communicate and interact with individuals from varying backgrounds and other health care team members in a courteous and helpful manner in order to complete job assignments. 2. Ability to use various types of office automation equipment and software. 3. Ability to set up, organize, and maintain record systems. (3)GS-5 MSA (Full Performance Level) (a) Experience or Education. Four years of education above high school OR one year of experience equivalent to the next lower grade level, examples of experience include; interacting with both internal and external customers; establishing and maintaining medical outpatient and inpatient charts as well as administrative records; verifying third party insurance and updating information electronically; obtaining medical information from patients; coordinating information and actions related to patient care and services; and scheduling appointments in accordance with VHA national scheduling guidelines . (b) Demonstrated Knowledge, Skills, and Abilities. Candidates must demonstrate the KSAs below: 1. Ability to operate computerized programs and databases in order to enter, modify and retrieve sensitive information/data into or from electronic medical records, scheduling systems and/or reports. 2. Knowledge of basic medical terminology. 3. Ability to make appointments in a clinical setting. 4. Ability to work independently in the accomplishment of a wide variety of duties, including setting priorities and coordinating work. 5. Ability to communicate effectively and professionally with employees at varying grade levels. 6. Ability to identify customer's concerns, perform the tasks required to resolve the issue accurately and timely, and follow-up as necessary to ensure a satisfactory resolution. References: VA Handbook 5005/53, Part II, Appendix G,MEDICAL SUPPORT ASSISTANTQUALIFICATION STANDARD, dated June 07, 2012. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/465414000","Salem, Virginia","United States",-80.0531,37.2937
"2017-03-09T00:00:00Z","2017-03-15T00:00:00Z","RECREATION THERAPIST","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","54812","71259","Per Year","Full Time","Permanent","United States Citizens","This position includes a Selective Placement Factor (skill, knowledge, ability or other worker characteristic basic to - and essential for - satisfactory performance of the job). Selective Placement Factors are a prerequisite to appointment and represent minimum requirements for a position. Applicants who do not meet it are ineligible for further consideration. The Selective Placement Factor for this position is: Experience utilizing skills and techniques from creative arts, recreational, and adaptive sports therapy disciplines on an inpatient mental health unit engaging patients on a daily basis. BASIC REQUIREMENTS EDUCATION: (COPY OF TRANSCRIPTS REQUIRED) A bachelor's degree or higher degree in recreational therapy or in a creative arts therapy field (art therapy, dance therapy, music therapy or psychodrama) or a major in an appropriate subject-matter field with therapeutic emphasis or concentration. NOTE: Your transcripts must clearly indicate the therapeutic emphasis or concentration. You may also submit an official statement from the school, along with your unofficial transcripts, verifying the emphasis or concentration. Failure to submit your transcripts may result in non-consideration. AND ENGLISH LANGUAGE PROFICIENCY: In accordance with 38 U.S.C. 7402 (d), no person shall serve in direct patient care positions unless they are proficient in basic written and spoken English. You must be proficient in basic written and spoken English in order tomeet the requirements of this position. AND EXPERIENCE: Candidates must have one year of specialized experience equivalent to the next lower grade level in Federal Service. Specialized experience is defined as experience that provided you with the particular knowledge, skills and abilities to successfully perform the duties of a Recreation Therapist. Qualifying specialized experience includes: assessing patients for recreational therapeutic needs; administering tests and evaluations to patients to develop, plan and implement therapeutic treatment programs; planning activities to meet therapeutic objectives; observing and reviewing patient progress and adjusting intervention strategies; and documenting progress in medical records. NOTE: Experience in activities or programs that did not require application of a knowledge of the concepts, principles and practices or recreational therapy or one of the creative arts therapy specializations covered by this standard and that did not involve the use of therapeutic approaches to maintain the physical and/or mental health or to achieve the physical and/or mental rehabilitation of persons (e.g., Outdoor Recreation Specialist, Commercial Recreation Leader, Vocational Counselor or other diversionary-type recreation specialist positions) is not qualifying for this series. OR SUBSTITUTION OF EDUCATION FOR EXPERIENCE: (COPY OF TRANSCRIPT REQUIRED) Two (2) years of progressively higher level graduate education leading to a master's degree or equivalent graduate degree with a major field of study directly related to recreation therapy or in a creative arts therapy field (art therapy, dance therapy, music therapy, or psychodrama) or amajor in an appropriate subject-matter field with therapeutic emphasis or concentration. NOTE: One year of full-time graduate education is considered to be the number of credit hours that the school attended has determined to represent 1 year of full-time study. If that number cannot be obtained from the school, 18 semester hours should be considered an academic year of graduate study. Part-time graduate education is creditable in accordance with its relationship to a year of full-time study at the school attended. OR COMBINING EDUCATION AND EXPERIENCE: (COPY OF TRANSCRIPT REQUIRED) Combination of successfully completed education and experience may be used to meet total qualification requirements. You will be rated on the following Knowledge, Skills, Abilities and Other characteristics (KSAOs) as part of the assessment questionnaire for this position: Skill in developing initial clinical assessments. Ability to develop effective critical interventions. Skill in developing/adjusting treatment plans. Skill in providing recreation therapy program support. Ability to provide state-of-the art patient-focused treatment activities. PHYSICAL REQUIREMENTS: The work involves regular and recurring physical exertion such as walking, standing, bending, moderately heavy lifting and moving of equipment and positioning severely disabled patients. The work requires specific, common physical characteristics and abilities, such as above average agility and dexterity. For more information on these qualification standards, please visit the United States Office of Personnel Management's website at http://www.opm.gov/qualifications . IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE WILL NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE. If your resume does not support your questionnaire answers, we will not allow credit for your response(s). Note: A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.","https://www.usajobs.gov:443/GetJob/ViewDetails/465324300","Providence, Rhode Island","United States",-71.4119949,41.8238754
"2017-02-09T00:00:00Z","2017-03-21T00:00:00Z","Field Office Director","Management, Administrative And Clerical Services","Office of Field Policy and Management","Department Of Housing And Urban Development","119285","155073","Per Year","Career/Career Conditional","Full-time","U.S. citizens ; no prior Federal experience is required. This opportunity is also open to Status eligibles under Announcement 17-HUD-269 . Please refer to that announcement for details on open period, eligibility, and how to apply.","You must meet the following requirements by the closing date of this announcement. For the GS-15, you must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-14 grade level in the Federal service. Specialized experience or for this position includes: -Directing or managing housing and community or economic development programs; AND -Overseeing disaster preparedness and disaster recovery; AND -Reviewing and resolving residential construction projects or mortgage lending housing projects; AND -Managing the development or administration of programs designed to improve the economic, physical and social conditions of persons living in poverty; AND -Collaborating with elected Federal, State, or local officials and organizations regarding housing and community development issues, including controversial agendas.","https://www.usajobs.gov:443/GetJob/ViewDetails/465439400","Louisville, Kentucky","United States",-85.7664,38.25486
"2017-03-07T00:00:00Z","2017-04-07T00:00:00Z","Surface Maintenance Repairer, WG-5801-08","Transportation/Mobile Equipment Maintenance","Army National Guard Units (Title 32)","Department of the Army","24.24","28.29","Per Hour","Full Time","Excepted Service Permanent","US Citizens and Non Citizens","BONUS/INCENTIVE RECIPIENTS : If you are currently receiving any type of incentive such as, bonus, student loan repayment, or GI Bill kicker, These incentives will stop effective on the first day of full time employment with the National Guard. Contact your Education Services Office with any questions and to determine if you will incur a debt. QUALIFICATIONS REQUIRED : APPLICANT MUST PROVIDE A COPY OF A CURRENT VALID UNEXPIRED STATE DRIVER'S LICENSE GENERAL EXPERIENCE : Experience which demonstrates knowledge of equipment to be able to do routine jobs, simple preventative maintenance tasks, and is able to use common tools and equipment in the line of work. Please address the following Knowledge, Skills and Abilities (KSA's) in your resume: Applicants who meet the eligibility requirements will be further evaluated on the following KSAs considered essential to perform the duties and responsibilities of this position. SPECIALIZED EXPERIENCE : Must have 12 months experience in the following: KNOWLEDGE and understanding of the mechanical makeup and operation of combat, tactical, commercial, automotive, special purpose vehicles and equipment. KNOWLEDGE of various techniques for removing, adjusting, replacing, cleaning and installing parts and components. KNOWLEDGE of electrical, electronic, hydraulic, pneumatic and other non-mechanical system theories. SKILL to use basic test equipment and ability to analyze test results. ABILITY to use basic tools common to the occupation. ABILITY to determine when parts should be cleaned, reinstalled or replaced with standard parts. ABILITY to read and interpret parts list, manufacturer's repair manuals, technical manuals, diagrams, engineering drawings, and schematics.","https://www.usajobs.gov:443/GetJob/ViewDetails/465440000","Lakehurst, New Jersey","United States",-74.3099,40.0124
"2017-03-08T00:00:00Z","2017-03-22T00:00:00Z","CYS Program Associate Instructor, NF-03","Education","Army Installation Management Command","Department of the Army","12","13.7","Per Hour","Intermittent 00 hours","Indefinite NTE FLEXIBLE 00","US Citizens currently residing within the commuting area of SHAPE, Belgium (not ordinarily resident in Belgium). US resident alien family members of US sponsors who are citizens of NATO countries other than Belgium.","APPLICANTS MUST: 1. Possess a professional certification/credential associated with GYMNASTICS, TUMBLING, FITNESS or PHYSICAL EDUCATION for children (Must also possess a high school diploma or GED certificate). 2. Be competent in instructional area. 3. Be able to teach specific required classes to the industry standards. 4. Be able to communicate in English (both written and verbal). 5. Be 18 years of age at the time of appointment. 6. Possess and maintain the physical ability to lift and carry up to 40 lbs, walk, bend, stoop and stand on a routine basis. Duties may involve working both indoors and outdoors. 7. Possess and maintain health and freedom from communicable disease.","https://www.usajobs.gov:443/GetJob/ViewDetails/465440300","SHAPE, Belgium","Belgium",3.98388,50.4994
"2017-02-27T00:00:00Z","2017-03-12T00:00:00Z","Registered Nurse, Radiation/Oncology","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","50164","103937","Per Year","Full Time","Excepted Service Permanent","United States Citizens","Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Must be proficient in written and spoken English. Graduate of a school of professional nursing approved by the appropriate State agency and accredited by the Accreditation Commission for Education in Nursing (ACEN) formerly the NLNAC or the Commission on Collegiate Nursing Education (CCNE). Current, full, active, and unrestricted registration as a graduate professional nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. Preferred Experience: A Bachelor of Science Degree in Nursing (BSN) is preferred. Comprehensive knowledge in Radiation Oncology nursing is required with a minimum of three (3) years successful hospital-based or clinical practice in a Radiation Oncology setting is preferred. Current OCN (Oncology Certified Nurse) is preferred. ONS/ONCC Radiation Therapy Certificate Course is required or obtained within 4 months of appointment to position. BLS is required. Demonstrated ability in previous assignments to make critical decisions in stressful environments. Demonstrated dependability for duty and flexibility in work assignments and hours in previous assignments. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Grade Determinations: Experience as a RN will be evaluated to determine if the experience is of an acceptable level of quality with regard to the following four dimensions of nursing: Practice, Professional Development, Collaboration and Scientific Inquiry. Each dimension of practice has criteria that demonstrate essential core competencies for VHA Nursing Personnel. The criteria are as follows: Practice: practice, ethics and resource utilization; Professional Development: performance, education/career development; Collaboration; collaboration, collegiality; Scientific Inquiry: quality of care, research. Reference: VA Regulations, specifically VA Handbook 5005, Appendix G6 Nurse Qualification Standard.","https://www.usajobs.gov:443/GetJob/ViewDetails/464894800","Orlando, Florida","United States",-81.37739,28.5382347
"2017-03-08T00:00:00Z","2017-04-07T00:00:00Z","Physician (Tele-Psychiatrist)","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","101967","264000","Per Year","Full Time","Excepted Service Permanent","United States Citizens (Non-U.S. Citizens May Only Be Appointed When It Is Not Possible To Recruit Qualified U.S. Citizens)","In order to qualify for this position you must meet the following requirements: U.S Citizenship (Non-citizens may be appointed only if it is not possible to recruit qualified citizens). Degree of doctor of medicine or an equivalent degree resulting from a course of education in medicine or osteopathic medicine. Completion of first-year residency, or its equivalent, approved by the Secretary of Veterans Affairs for the year in which it was completed. Current, full and unrestricted license to practice medicine or surgery in any State, Territory, or Commonwealth of the United States, or in the District of Columbia. Preferred Experience: Board certified or eligible. 5 or more years of extensive experience treating a complex patient population. Must have demonstrated a high level quality of practice using evidence based medicine principles involving patients who have complex illnesses. Currently active in a psychiatric care practice Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Reference: VA Regulations, specifically VA Handbook 5005, Part II, Appendix G2 Physician Qualification Standard. This can be found in the local Human Resources Office.","https://www.usajobs.gov:443/GetJob/ViewDetails/465440800","Parma, Ohio","United States",-81.73465,41.3837166
"2017-03-08T00:00:00Z","2017-03-14T00:00:00Z","Budget & Procurement Specialist","Accounting Budget And Finance","Court Services and Offender Supervision Agency for DC - Agency Wide","Court Services and Offender Supervision Agency for DC","66510.0","86460.0","Per Year","Full Time","Permanent - No time limit","United States Citizens","Click here to see the full Qualifications Statement.","https://www.usajobs.gov:443/GetJob/ViewDetails/465440900","Washington DC, District of Columbia","United States",-77.032,38.8904
